timestamp,accX,accY,accZ,motion
20010,-0.181959,-0.703895,9.706094,idle
20020,-0.189142,-0.657208,9.680955,idle
20030,-0.189142,-0.634463,9.631873,idle
20040,-0.189142,-0.742203,9.609129,idle
20050,-0.189142,-0.828394,9.637859,idle
20060,-0.174777,-0.831985,9.732430,idle
20070,-0.153229,-0.840365,9.775525,idle
20080,-0.137667,-0.858321,9.725247,idle
20090,-0.120907,-0.861913,9.678560,idle
20100,-0.111330,-0.821211,9.670180,idle
20110,-0.123301,-0.749385,9.619903,idle
20120,-0.148441,-0.648829,9.562442,idle
20130,-0.168791,-0.623690,9.635465,idle
20140,-0.189142,-0.693121,9.751583,idle
20150,-0.216675,-0.775721,9.765948,idle
20160,-0.227449,-0.855927,9.775525,idle
20170,-0.220267,-0.900220,9.783905,idle
20180,-0.209493,-0.908600,9.769540,idle
20190,-0.192733,-0.842759,9.746795,idle
20200,-0.178368,-0.730232,9.722853,idle
20210,-0.169988,-0.670376,9.684546,idle
20220,-0.171185,-0.617704,9.631873,idle
20230,-0.183156,-0.571017,9.617508,idle
20240,-0.193930,-0.587777,9.601946,idle
20250,-0.202310,-0.943315,9.692925,idle
20260,-0.216675,-1.006762,9.718064,idle
20270,-0.210690,-0.956484,9.775525,idle
20280,-0.192733,-0.863110,9.793482,idle
20290,-0.177171,-0.797269,9.747993,idle
20300,-0.160412,-0.830788,9.671378,idle
20310,-0.154426,-0.846350,9.639056,idle
20320,-0.168791,-0.866701,9.661801,idle
20330,-0.193930,-0.873884,9.671378,idle
20340,-0.207098,-0.866701,9.701305,idle
20350,-0.202310,-0.901417,9.706094,idle
20360,-0.185551,-0.884658,9.655815,idle
20370,-0.165200,-0.840365,9.619903,idle
20380,-0.154426,-0.805649,9.613917,idle
20390,-0.150835,-0.788889,9.625888,idle
20400,-0.153229,-0.812831,9.636662,idle
20410,-0.167594,-0.831985,9.621099,idle
20420,-0.187945,-0.833182,9.587581,idle
20430,-0.203507,-0.772130,9.587581,idle
20440,-0.211887,-0.739808,9.615114,idle
20450,-0.220267,-0.799663,9.633071,idle
20460,-0.231040,-0.884658,9.648633,idle
20470,-0.231040,-0.944513,9.701305,idle
20480,-0.222661,-0.944513,9.777920,idle
20490,-0.217872,-0.913388,9.801862,idle
20500,-0.213084,-0.867898,9.773131,idle
20510,-0.195127,-0.786495,9.726444,idle
20520,-0.168791,-0.709881,9.678560,idle
20530,-0.150835,-0.770933,9.630676,idle
20540,-0.148441,-0.931344,9.564836,idle
20550,-0.156820,-0.990002,9.557653,idle
20560,-0.159214,-0.860716,9.582792,idle
20570,-0.162806,-0.695516,9.597157,idle
20580,-0.183156,-0.652420,9.646238,idle
20590,-0.199916,-0.590171,9.715671,idle
20600,-0.205901,-0.565032,9.747993,idle
20610,-0.204704,-0.699107,9.738416,idle
20620,-0.195127,-0.845153,9.720459,idle
20630,-0.187945,-0.864307,9.651027,idle
20640,-0.179565,-0.768539,9.575610,idle
20650,-0.172383,-0.762553,9.582792,idle
20660,-0.174777,-0.890643,9.583989,idle
20670,-0.180762,-0.960075,9.561244,idle
20680,-0.185551,-0.859518,9.601946,idle
20690,-0.189142,-0.738611,9.617508,idle
20700,-0.178368,-0.693121,9.573215,idle
20710,-0.141258,-0.706290,9.542090,idle
20720,-0.082600,-0.826000,9.496601,idle
20730,-0.041899,-1.025915,9.437943,idle
20740,-0.037110,-1.188721,9.412804,idle
20750,-0.061052,-1.218649,9.465476,idle
20760,-0.112527,-1.085770,9.595961,idle
20770,-0.169988,-0.855927,9.746795,idle
